;Title;Author;Type;Venue;Year;;;
;A Measure of Added Value in Groups. ACM Trans;Bedoor K. Alshebli, Tomasz P. Michalak, Oskar Skibski, Michael Wooldridge, and Talal Rahwan;;TAAS;2018;;;
;An Innovative Approach for Ad Hoc Network Establishment in Disaster Environments by the Deployment of Wireless Mobile Agents;Xing Su, Minjie Zhang, and Quan Bai;;TAAS;2018;;;
;Software Adaptation in Wireless Sensor Networks;Mikhail Afanasov, Luca Mottola, and Carlo Ghezzi;;TAAS;2017;;;
;Performance and Cost Considerations for Providing Geo-Elasticity in Database Clouds;Tian Guo and Prashant Shenoy;;TAAS;2017;;;
;On Ordering Multi-Robot Task Executions within a Cyber Physical System;Tushar Semwal, Shashi Shekhar Jha, and Shivashankar B. Nair;;TAAS;2017;;;
;MARC: A Resource Consumption Modeling Service for Self-Aware Autonomous Agents;Matteo Ferroni, Andrea Corna, Andrea Damiani, Rolando Brondolin, John D. Kubiatowicz, Donatella Sciuto, and Marco D. Santambrogio;;TAAS;2017;;;
;Hierarchical Optimal Control Method for Controlling Large-Scale Self-Organizing Networks;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;;TAAS;2017;;;
;Efficient and Robust Emergence of Norms through Heuristic Collective Learning;Jianye Hao, Jun Sun, Guangyong Chen, Zan Wang, Chao Yu, and Zhong Ming;;TAAS;2017;;;
;A Stepwise Auto-Profiling Method for Performance Optimization of Streaming Applications;Xunyun Liu, Amir Vahid Dastjerdi, Rodrigo N. Calheiros, Chenhao Qu, and Rajkumar Buyya;;TAAS;2017;;;
;From DevOps to BizOps: Economic Sustainability for Scalable Cloud Applications;Marios Fokaefs, Cornel Barna, and Marin Litoiu;;TAAS;2017;;;
;SASO 2016: Selected, Revised, and Extended Best Papers;Giacomo Cabri, Gauthier Picard, and Niranjan Suri;;TAAS;2017;;;
;Self-Adaptation to Device Distribution in the Internet of Things;Jacob Beal, Mirko Viroli, Danilo Pianini, and Ferruccio Damiani;;TAAS;2017;;;
;Electronic Social Capital for Self-Organising Multi-Agent Systems;Patricio E. Petruzzi, Jeremy Pitt, and Dídac Busquets;;TAAS;2017;;;
;Hyper-Learning Algorithms for Online Evolution of Robot Controllers;Fernando Silva, Luís Correia, and Anders Lyhne Christensen;;TAAS;2017;;;
;Evolved Control of Natural Plants: Crossing the Reality Gap for User-Defined Steering of Growth and Motion;Daniel Nicolas Hofstadler, Mostafa Wahby, Mary Katherine Heinrich, Heiko Hamann, Payam Zahadat, Phil Ayres, and Thomas Schmickl;;TAAS;2017;;;
;Defining Emergent Software Using Continuous Self-Assembly, Perception, and Learning;Roberto Rodrigues Filho and Barry Porter;;TAAS;2017;;;
;Budget-Driven Scheduling of Scientific Workflows in IaaS Clouds with Fine-Grained Billing Periods;Maria A. Rodriguez and Rajkumar Buyya;;TAAS;2017;;;
;On Service Migrations in the Cloud for Mobile Accesses: A Distributed Approach;Yang Wang, Bharadwaj Veeravalli, Chen-Khong Tham, Shuibing He, and Chengzhong Xu;;TAAS;2017;;;
;Autonomous Mobile Sensor Placement in Complex Environments;Novella Bartolini, Tiziana Calamoneri, Stefano Ciavarella, Thomas La Porta, and Simone Silvestri;;TAAS;2017;;;
;Integrating Reinforcement Learning with Multi-Agent Techniques for Adaptive Service Composition;Hongbign Wang, Xin Chen, Qin Wu, Qi Yu, Xingguo Hu, Zibin Zheng, and Athman Bouguettaya;;TAAS;2017;;;
;Prediction-Based Multi-Agent Reinforcement Learning in Inherently Non-Stationary Environments;Andrei Marinescu, Ivana Dusparic, and Siobhán Clarke;;TAAS;2017;;;
;Feature Construction for Controlling Swarms by Visual Demonstration;Karan K. Budhraja, John Winder, and Tim Oates;;TAAS;2017;;;
;E-Sampling: Event-Sensitive Autonomous Adaptive Sensing and Low-Cost Monitoring in Networked Sensing Systems;Md Zakirul Alam Bhuiyan, Jie Wu, Guojun Wang, Tian Wang, and Mohammad Mehedi Hassan;;TAAS;2017;;;
;Topology Management-Based Distributed Camera Actuation in Wireless Multimedia Sensor Networks;Goutam Mali and Sudip Misra;;TAAS;2017;;;
;Tight Analysis of a Collisionless Robot Gathering Algorithm;Gokarna Sharma, Costas Busch, Supratik Mukhopadhyay, and Charles Malveaux;;TAAS;2017;;;
;Decentralised Detection of Emergence in Complex Adaptive Systems;Eamonn O'toole, Vivek Nallur, and Siobhán Clarke;;TAAS;2017;;;
;Characterizing and Adapting the Consistency-Latency Tradeoff in Distributed Key-Value Stores;Muntasir Raihan Rahman, Lewis Tseng, Son Nguyen, Indranil Gupta, and Nitin Vaidya;;TAAS;2017;;;
;Topology Control for Self-Adaptation in Wireless Sensor Networks with Temporary Connection Impairment;Arijit Roy, Sudip Misra, Pushpendu Kar, and Ayan Mondal;;TAAS;2017;;;
;Introduction to the Special Section on Best Papers from SEAMS 2015;Bradley Schmerl and Paola Inverardi;;TAAS;2017;;;
;Modeling and Extracting Load Intensity Profiles;Jóakim Von Kistowski, Nikolas Herbst, Samuel Kounev, Henning Groenda, Christian Stier, and Sebastian Lehrig;;TAAS;2017;;;
;Control Strategies for Self-Adaptive Software Systems;Antonio Filieri, Martina Maggio, Konstantinos Angelopoulos, Nicolás D’ippolito, Ilias Gerostathopoulos, Andreas Berndt Hempel, Henry Hoffmann, Pooyan Jamshidi, Evangelia Kalyvianaki, Cristian Klein, Filip Krikava, Sasa Misailovic, Alessandro V. Papadopoulos, Suprio Ray, Amir M. Sharifloo, Stepan Shevtsov, Mateusz Ujma, and Thomas Vogel;;TAAS;2017;;;
;Formal Design and Verification of Self-Adaptive Systems with Decentralized Control;Paolo Arcaini, Elvinia Riccobene, and Patrizia Scandurra;;TAAS;2017;;;
;Analyzing Latency-Aware Self-Adaptation Using Stochastic Games and Simulations;Javier Cámara, Gabriel A. Moreno, David Garlan, and Bradley Schmerl;;TAAS;2016;;;
;User-Centric Adaptation Analysis of Multi-Tenant Services;Jesús García-galán, Liliana Pasquale, Pablo Trinidad, and Antonio Ruiz-Cortés;;TAAS;2016;;;
;Designing Adaptive Applications Deployed on Cloud Environments;Parisa Zoghi, Mark Shtern, Marin Litoiu, and Hamoun Ghanbari;;TAAS;2016;;;
;Inferring Software Component Interaction Dependencies for Adaptation Support;Naeem Esfahani, Eric Yuan, Kyle R. Canavera, and Sam Malek;;TAAS;2016;;;
;ust-in-Time Adaptive Algorithm for Optimal Parameter Setting in 802.15.4 WSNs;Simone Brienza, Manuel Roveri, Domenico De Guglielmo, and Giuseppe Anastasi;;TAAS;2016;;;
;Connectivity Reestablishment in Self-Organizing Sensor Networks with Dumb Nodes;Pushpendu Kar, Arijit Roy, and Sudip Misra;;TAAS;2016;;;
;Self-Stabilized Fast Gossiping Algorithms;Stefan Dulman and Eric Pauwels;;TAAS;2016;;;
;Enhancing Reliability of Workflow Execution Using Task Replication and Spot Instances;Deepak Poola, Kotagiri Ramamohanarao, and Rajkumar Buyya;;TAAS;2016;;;
;Managing Server Clusters on Renewable Energy Mix;Chao Li, Rui Wang, Depei Qian, and Tao Li;;TAAS;2016;;;
;An Auction Mechanism for Cloud Spot Markets;Adel Nadjaran Toosi, Kurt Vanmechelen, Farzad Khodadadi, and Rajkumar Buyya;;TAAS;2016;;;
;Using Imitation to Build Collaborative Agents;Saleha Raza and Sajjad Haider;;TAAS;2016;;;
;Privacy Policy Negotiation in Social Media;Jose M. Such and Michael Rovatsos;;TAAS;2016;;;
;Artificial Immunology for Collective Adaptive Systems Design and Implementation;Nicola Capodieci, Emma Hart, and Giacomo Cabri;;TAAS;2016;;;
;Controlling Negative Emergent Behavior by Graph Analysis at Runtime;Jan Kantert, Sven Tomforde, Melanie Kauder, Richard Scharrer, Sarah Edenhofer, Jörg Hähner, and Christian Müller-Schloer;;TAAS;2016;;;
;Modeling Robot Swarms Using Integrals of Birth-Death Processes;Yara Khaluf and Marco Dorigo;;TAAS;2016;;;
;Controlling Large-Scale Self-Organized Networks with Lightweight Cost for Fast Adaptation to Changing Environments;Naomi Kuze, Daichi Kominami, Kenji Kashima, Tomoaki Hashimoto, and Masayuki Murata;;TAAS;2016;;;
;Trust-Based Decision Making in a Self-Adaptive Agent Organization;Kamilia Ahmadi and Vicki H. Allan;;TAAS;2016;;;
;A Support System for Clustering Data Streams with a Variable Number of Clusters;Jonathan de Andrade Silva and Eduardo Raul Hruschka;;TAAS;2016;;;
;Distributed Multirobot Formation and Tracking Control in Cluttered Environments;Muhammad Umer Khan, Shuai Li, Qixin Wang, and Zili Shao;;TAAS;2016;;;
;A Game-Theoretic Approach for Elastic Distributed Data Stream Processing;Gabriele Mencagli;;TAAS;2016;;;
;Transparent and Efficient Parallelization of Swarm Algorithms;Franco Cicirelli, Agostino Forestiero, Andrea Giordano, and Carlo Mastroianni;;TAAS;2016;;;
;Group Norms for Multi-Agent Organisations;Huib Aldewereld, Virginia Dignum, and Wamberto W. Vasconcelos;;TAAS;2016;;;
;Topology Control for Diverse Coverage in Underwater Wireless Sensor Networks;Linfeng Liu, Jingli Du, and Ye Liu;;TAAS;2016;;;
;Online Adaptive Anomaly Detection for Augmented Network Flows;Dennis Ippoliti, Changjun Jiang, Zhijun Ding, and Xiaobo Zhou;;TAAS;2016;;;
;Designing Self-Stabilizing Systems Using Game Theory;Li-Hsing Yen, Jean-Yao Huang, and Volker Turau;;TAAS;2016;;;
;Attributed Graph Rewriting for Complex Event Processing Self-Management;Wilson A. Higashino, Cédric Eichler, Miriam A. M. Capretz, Luiz F. Bittencourt, and Thierry Monteil;;TAAS;2016;;;
;Property-Driven Design for Robot Swarms: A Design Method Based on Prescriptive Modeling and Model Checking;Manuele Brambilla, Arne Brutschy, Marco Dorigo, and Mauro Birattari;;TAAS;2015;;;
;Reinforcement Learning of Informed Initial Policies for Decentralized Planning;Landon Kraemer and Bikramjit Banerjee;;TAAS;2015;;;
;AutoPlacer: Scalable Self-Tuning Data Placement in Distributed Key-Value Stores;João Paiva, Pedro Ruivo, Paolo Romano, and Luís Rodrigues;;TAAS;2015;;;
;Multiagent Reinforcement Social Learning toward Coordination in Cooperative Multiagent Systems;Jianye Hao, Ho-Fung Leung, and Zhong Ming;;TAAS;2015;;;
;Distributed Data-Centric Adaptive Sampling for Cyber-Physical Systems;Eun Kyung Lee, Hariharasudhan Viswanathan, and Dario Pompili;;TAAS;2015;;;
;Engineering Pervasive Service Ecosystems: The SAPERE Approach;Gabriella Castelli, Marco Mamei, Alberto Rosi, and Franco Zambonelli;;TAAS;2015;;;
;Online Automated Synthesis of Compact Normative Systems;Javier Morales, Maite López-sánchez, Juan A. Rodriguez-Aguilar, Wamberto Vasconcelos, and Michael Wooldridge;;TAAS;2015;;;
;Reliable Task Allocation with Load Balancing in Multiplex Networks;Yichuan Jiang, Yifeng Zhou, and Yunpeng Li;;TAAS;2015;;;
;SHõWA: A Self-Healing Framework for Web-Based Applications;João Paulo Magalhães and Luis Moura Silva;;TAAS;2015;;;
;A Reinforcement Learning Approach for Interdomain Routing with Link Prices;Peter Vrancx, Pasquale Gurzi, Abdel Rodriguez, Kris Steenhaut, and Ann Nowé;;TAAS;2015;;;
;Self-Tuning Batching with DVFS for Performance Improvement and Energy Efficiency in Internet Servers;Dazhao Cheng, Yanfei Guo, Changjun Jiang, and Xiaobo Zhou;;TAAS;2015;;;
;Static, Dynamic, and Adaptive Heterogeneity in Distributed Smart Camera Networks;Peter R. Lewis, Lukas Esterle, Arjun Chandra, Bernhard Rinner, Jim Torresen, and Xin Yao;;TAAS;2015;;;
;A Generic Holonic Control Architecture for Heterogeneous Multiscale and Multiobjective Smart Microgrids;Sylvain Frey, Ada Diaconescu, David Menga, and Isabelle Demeure;;TAAS;2015;;;
;Superdiffusive Dispersion and Mixing of Swarms;Jacob Beal;;TAAS;2015;;;
;Cooperative Resource Allocation in Open Systems of Systems;Gerrit Anders, Alexander Schiendorfer, Florian Siefert, Jan-Philipp Steghöfer, and Wolfgang Reif;;TAAS;2015;;;
;A Distributed Algorithm for Large-Scale Graph Partitioning;Fatemeh Rahimian, Amir H. Payberah, Sarunas Girdzijauskas, Mark Jelasity, and Seif Haridi;;TAAS;2015;;;
;Crowdsourcing through Cognitive Opportunistic Networks;Matteo Mordacchini, Andrea Passarella, Marco Conti, Stuart M. Allen, Martin J. Chorley, Gualtiero B. Colombo, Vlad Tanasescu, and Roger M. Whitaker;;TAAS;2015;;;
;Game-Theoretic Mechanisms to Increase Data Availability in Decentralized Storage Systems;Krzysztof Rzadca, Anwitaman Datta, Gunnar Kreitz, and Sonja Buchegger;;TAAS;2015;;;
;MAPE-K Formal Templates to Rigorously Design Behaviors for Self-Adaptive Systems;Didac Gil De La Iglesia and Danny Weyns;;TAAS;2015;;;
;Computing Swarms for Self-Adaptiveness and Self-Organization in Floating-Point Array Processing;Danilo Pani, Carlo Sau, Francesca Palumbo, and Luigi Raffo;;TAAS;2015;;;
;Distributed Spatiotemporal Gesture Recognition in Sensor Arrays;Homa Hosseinmardi, Akshay Mysore, Nicholas Farrow, Nikolaus Correll, and Richard Han;;TAAS;2015;;;
;Autonomous Orchestration of Distributed Discrete Event Simulations in the Presence of Resource Uncertainty;Zhiquan Sui, Matthew Malensek, Neil Harvey, and Shrideep Pallickara;;TAAS;2015;;;
;Distributed Binary Consensus in Networks with Disturbances;Alexander Gogolev, Nikolaj Marchenko, Lucio Marcenaro, and Christian Bettstetter;;TAAS;2015;;;
;Fault Monitoring with Sequential Matrix Factorization;Dawei Feng and Cecile Germain;;TAAS;2015;;;
;SMT-Based Synthesis of Distributed Self-Stabilizing Systems;Fathiyeh Faghih and Borzoo Bonakdarpour;;TAAS;2015;;;
;A Systematic Survey of Self-Protecting Software Systems;Eric Yuan, Naeem Esfahani, and Sam Malek;;TAAS;2014;;;
;Model-Driven Engineering of Self-Adaptive Software with EUREMA;Thomas Vogel and Holger Giese;;TAAS;2014;;;
;Adaptive Epidemic Dynamics in Networks: Thresholds and Control;Shouhuai Xu, Wenlian Lu, Li Xu, and Zhenxin Zhan;;TAAS;2014;;;
;CAAC -- An Adaptive and Proactive Access Control Approach for Emergencies in Smart Infrastructures;Krishna K. Venkatasubramanian, Tridib Mukherjee, and Sandeep K. S. Gupta;;TAAS;2014;;;
;A Host-Based Approach for Unknown Fast-Spreading Worm Detection and Containment;Songqing Chen, Lei Liu, Xinyuan Wang, Xinwen Zhang, and Zhao Zhang;;TAAS;2014;;;
;Fostering Cooperation through Dynamic Coalition Formation and Partner Switching;Ana Peleteiro, Juan C. Burguillo, Josep Ll. Arcos, and Juan A. Rodriguez-Aguilar;;TAAS;2014;;;
;A Cooperative Predictive Control Approach to Improve the Reconfiguration Stability of Adaptive Distributed Parallel Applications;Gabriele Mencagli, Marco Vanneschi, and Emanuele Vespa;;TAAS;2014;;;
;Mitigating DoS Attacks Using Performance Model-Driven Adaptive Algorithms;Cornel Barna, Mark Shtern, Michael Smit, Vassilios Tzerpos, and Marin Litoiu;;TAAS;2014;;;
;Bionic Autonomic Nervous Systems for Self-Defense against DoS, Spyware, Malware, Virus, and Fishing;Y. S. Dai, Y. P. Xiang, and Y. Pan;;TAAS;2014;;;
;Modeling and Defending against Adaptive BitTorrent Worms in Peer-to-Peer Networks;Jiaqing Luo, Bin Xiao, Qingjun Xiao, Jiannong Cao, and Minyi Guo;;TAAS;2014;;;
; A Formal Approach to Autonomic Systems Programming: The SCEL Language;Rocco De Nicola, Michele Loreti, Rosario Pugliese, and Francesco Tiezzi;;TAAS;2014;;;
;Programming Urban-Area Applications by Exploiting Public Transportation;Dries Harnie, Elisa Gonzalez Boix, Theo D’hondt, and Wolfgang De Meuter;;TAAS;2014;;;
;Improving the Effectiveness of Testing Pervasive Software via Context Diversity;Huai Wang, W. K. Chan, and T. H. Tse;;TAAS;2014;;;
;Adaptive Resource Provisioning for Virtualized Servers Using Kalman Filters;Evangelia Kalyvianaki, Themistoklis Charalambous, and Steven Hand;;TAAS;2014;;;
;Transactional Auto Scaler: Elastic Scaling of Replicated In-Memory Transactional Data Grids;Diego Didona, Paolo Romano, Sebastiano Peluso, and Francesco Quaglia;;TAAS;2014;;;
;Utility-Based Mechanism for Structural Self-Organization in Service-Oriented MAS;Elena Del Val, Miguel Rebollo, Mateo Vasirani, and Alberto Fernández;;TAAS;2014;;;
;Multi-Cloud Provisioning and Load Distribution for Three-Tier Applications;Nikolay Grozev and Rajkumar Buyya.;;TAAS;2014;;;
;Distributive Justice for Self-Organised Common-Pool Resource Management;Jeremy Pitt, Dídac Busquets, and Sam Macbeth;;TAAS;2014;;;
;The Complexity of Adding Multitolerance;Jingshu Chen, Ali Ebnenasir, and Sandeep Kulkarni;;TAAS;2014;;;
;An Intelligent Agent for Bilateral Negotiation with Unknown Opponents in Continuous-Time Domains;Siqi Chen and Gerhard Weiss;;TAAS;2014;;;
;Robust convention emergence in social networks through self-reinforcing structures dissolution;Daniel Villatoro, Jordi Sabater-Mir, and Sandip Sen. ;;TAAS;2013;;;
;Convergence results for ant routing algorithms via stochastic approximation;Punyaslok Purkayastha and John S. Baras;;TAAS;2013;;;
;Adapting scientific workflow structures using multi-objective optimization strategies;Irfan Habib, Ashiq Anjum, Richard Mcclatchey, and Omer Rana;;TAAS;2013;;;
;Learning user preferences for adaptive pervasive environments: An incremental and temporal approach;Sarah Gallacher, Eliza Papadopoulou, Nick K. Taylor, and M. Howard Williams;;TAAS;2013;;;
;A state-dependent time evolving multi-constraint routing algorithm;Abdelhamid Mellouk, Said Hoceini, and Sherali Zeadally;;TAAS;2013;;;
;An Analysis of Language-Level Support for Self-Adaptive Software;Guido Salvaneschi, Carlo Ghezzi, and Matteo Pradella;;TAAS;2013;;;
;Conditional Safety Certification of Open Adaptive Systems;Daniel Schneider and Mario Trapp;;TAAS;2013;;;
;Autonomic Provisioning with Self-Adaptive Neural Fuzzy Control for Percentile-Based Delay Guarantee;Palden Lama and Xiaobo Zhou;;TAAS;2013;;;
;Adaptive Composition of Distributed Pervasive Applications in Heterogeneous Environments;Stephan Schuhmann, Klaus Herrmann, Kurt Rothermel, and Yazan Boshmaf;;TAAS;2013;;;
;Fast, Accurate Event Classification on Resource-Lean Embedded Sensors;Hao Jiang and Jason O. Hallstrom;;TAAS;2013;;;
;Design and Performance Evaluation of Data Dissemination Systems for Opportunistic Networks Based on Cognitive Heuristics;Marco Conti, Matteo Mordacchini, and Andrea Passarella;;TAAS;2013;;;
;Robust Regulation Adaptation in Multi-Agent Systems;Jordi Campos, Maite Lopez-Sanchez, Maria Salamó, Pedro Avila, and Juan A. Rodríguez-Aguilar;;TAAS;2013;;;
